accession	tax_id	scientific_name	last_updated	base_count	first_public	description
MN267976	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_NB_8 ADH-related protein (ADH-R) gene, partial cds.
MN267959	198723	Drosophila suboccidentalis	2019-08-23	554	2019-08-23	Drosophila suboccidentalis isolate SO ADH-related protein (ADH-R) gene, partial cds.
MN267978	55946	Drosophila recens	2019-08-23	552	2019-08-23	Drosophila recens isolate R_NY_10 ADH-related protein (ADH-R) gene, partial cds.
AF006564	7234	Drosophila persimilis	2005-04-15	3482	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
LC165385	30013	Drosophila madeirensis	2019-06-04	488	2019-06-04	Drosophila madeirensis Adh gene, partial cds.
Y13252	7221	Drosophila funebris	2006-11-14	7574	1999-12-20	Drosophila funebris DpAdh, Adh, Adhr genes
X62187	7237	Drosophila pseudoobscura	2006-11-14	3444	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62234	7237	Drosophila pseudoobscura	2006-11-14	3499	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64473	7237	Drosophila pseudoobscura	2006-11-14	3487	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
U68469	7266	Drosophila guanche	1999-09-17	2146	1999-01-06	Drosophila guanche alcohol dehydrogenase (Adh) processed pseudogene.
U77608	7264	Drosophila buzzatii	2005-04-18	904	1996-11-26	Drosophila buzzatii Adh-Finnegan gene, partial cds.
X62212	7237	Drosophila pseudoobscura	2006-11-14	3459	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62227	7237	Drosophila pseudoobscura	2006-11-14	3444	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64488	7237	Drosophila pseudoobscura	2006-11-14	3469	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64489	7237	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62237	7237	Drosophila pseudoobscura	2006-11-14	3470	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64475	7237	Drosophila pseudoobscura	2006-11-14	3470	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64479	7237	Drosophila pseudoobscura	2006-11-14	3459	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64482	7237	Drosophila pseudoobscura	2006-11-14	3498	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X78386	7227	Drosophila melanogaster	1994-05-03	18	1994-05-03	D.melanogaster (nLA249) Adh gene, intragenic deletion
X62207	7237	Drosophila pseudoobscura	2006-11-14	3467	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64474	7237	Drosophila pseudoobscura	2006-11-14	3475	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
U68471	30013	Drosophila madeirensis	1999-09-17	1042	1999-01-06	Drosophila madeirensis alcohol dehydrogenase (Adh) processed pseudogene.
U77610	7264	Drosophila buzzatii	2005-04-18	904	1996-11-26	Drosophila buzzatii Adh-Finnegan gene, partial cds.
X62197	7237	Drosophila pseudoobscura	2006-11-14	3490	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62202	7237	Drosophila pseudoobscura	2006-11-14	3476	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62205	7237	Drosophila pseudoobscura	2006-11-14	3479	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64484	7237	Drosophila pseudoobscura	2006-11-14	3472	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62208	7237	Drosophila pseudoobscura	2006-11-14	3468	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62216	7237	Drosophila pseudoobscura	2006-11-14	3481	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62230	7237	Drosophila pseudoobscura	2006-11-14	3474	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62231	7237	Drosophila pseudoobscura	2006-11-14	3465	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64481	7237	Drosophila pseudoobscura	2006-11-14	3494	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64483	7237	Drosophila pseudoobscura	2006-11-14	3463	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AF264081	46794	Drosophila tropicalis	2005-04-15	405	2000-05-30	Drosophila tropicalis alcohol dehydrogenase (Adh) gene, partial cds.
AF264082	7260	Drosophila willistoni	2005-04-15	405	2000-05-30	Drosophila willistoni alcohol dehydrogenase (Adh) gene, partial cds.
AY006426	46814	Drosophila primaeva	2005-09-26	508	2001-09-04	Drosophila primaeva alcohol dehydrogenase (Adh) gene, partial cds.
AY081438	103845	Drosophila nannoptera	2005-04-16	288	2002-08-09	Drosophila nannoptera alcohol dehydrogenase (Adh) gene, partial cds.
AY750121	65966	Drosophila tsigana	2006-07-20	911	2005-12-31	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
AY750133	311479	Drosophila gani	2006-07-20	911	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
LC165375	7218	Drosophila bifasciata	2019-06-04	544	2019-06-04	Drosophila bifasciata Adh gene, partial cds, strain: JZK3.
LC165383	111875	Drosophila jambulina	2019-06-04	549	2019-06-04	Drosophila jambulina Adh gene, partial cds, strain: F76.
M73256	7227	Drosophila melanogaster	2006-11-14	1375	1991-07-12	D.melanogaster alcohol dehydrogenase (Adh) gene, exon 2.
MG684382	30044	Drosophila rubida	2018-02-04	693	2018-02-04	Drosophila rubida alcohol dehydrogenase (Adh) gene, partial cds.
AF059890	7256	Drosophila pinicola	2005-04-15	290	1998-04-28	Drosophila pinicola alcohol dehydrogenase (Adh) gene, partial cds.
AY006412	46808	Drosophila oahuensis	2005-09-26	510	2001-09-04	Drosophila oahuensis alcohol dehydrogenase (Adh) gene, partial cds.
AY006424	46819	Drosophila obscuripes	2005-09-26	510	2001-09-04	Drosophila obscuripes alcohol dehydrogenase (Adh) gene, partial cds.
AY750125	107829	Drosophila moriwakii	2006-07-20	911	2005-12-31	Drosophila moriwakii alcohol dehydrogenase (Adh) gene, partial cds.
AY750128	65966	Drosophila tsigana	2006-07-20	911	2005-12-31	Drosophila tsigana alcohol dehydrogenase (Adh) gene, partial cds.
AY750143	311480	Drosophila medioconstricta	2006-07-20	911	2005-12-31	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.
HQ631469	125945	Drosophila biarmipes	2012-01-02	290	2011-08-30	Drosophila biarmipes alcohol dehydrogenase (adh) gene, partial cds.
HQ631474	65963	Drosophila fuyamai	2012-01-02	290	2011-08-30	Drosophila fuyamai alcohol dehydrogenase (adh) gene, partial cds.
HQ631477	212812	Drosophila liui	2012-01-02	290	2011-08-30	Drosophila liui alcohol dehydrogenase (adh) gene, partial cds.
HQ631482	65964	Drosophila pseudoananassae	2012-01-02	290	2011-08-30	Drosophila pseudoananassae alcohol dehydrogenase (adh) gene, partial cds.
HQ631483	94111	Drosophila prostipennis	2012-01-02	290	2011-08-30	Drosophila prostipennis alcohol dehydrogenase (adh) gene, partial cds.
HQ631485	137070	Drosophila tani	2012-01-02	290	2011-08-30	Drosophila tani alcohol dehydrogenase (adh) gene, partial cds.
HQ631486	94110	Drosophila trapezifrons	2012-01-02	290	2011-08-30	Drosophila trapezifrons alcohol dehydrogenase (adh) gene, partial cds.
HQ631487	94114	Drosophila trilutea	2012-01-02	290	2011-08-30	Drosophila trilutea alcohol dehydrogenase (adh) gene, partial cds.
JF710263	50033	Drosophila kanekoi	2011-07-03	890	2011-07-03	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, complete cds.
LC165391	212811	Drosophila prolongata	2019-06-04	557	2019-06-04	Drosophila prolongata Adh gene, partial cds, strain: Bavi044.
AF264073	46840	Drosophila capricorni	2005-04-15	405	2000-05-30	Drosophila capricorni alcohol dehydrogenase (Adh) gene, partial cds.
AF264074	46790	Drosophila equinoxialis	2005-04-15	405	2000-05-30	Drosophila equinoxialis alcohol dehydrogenase (Adh) gene, partial cds.
AY750122	119604	Drosophila lacertosa	2006-07-20	911	2005-12-31	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.
DQ471664	7253	Drosophila mercatorum	2006-07-20	711	2006-07-20	Drosophila mercatorum alcohol dehydrogenase (Adh) gene, partial cds.
HQ631479	307244	Drosophila ogumai	2012-01-02	290	2011-08-30	Drosophila ogumai alcohol dehydrogenase (adh) gene, partial cds.
L08648	7260	Drosophila willistoni	2006-11-14	1308	1993-01-15	Drosophila willistoni alcohol dehydrogenase (Adh) gene, complete cds.
M36581	7240	Drosophila simulans	2006-11-14	2719	1990-08-30	D.simulans alcohol dehydrogenase (Adh) gene, complete cds.
U26843	40371	Drosophila lummei	2005-04-17	950	1995-06-22	Drosophila lummei alcohol dehydrogenase (Adh) gene, complete cds.
X68159	7237	Drosophila pseudoobscura	2006-11-14	3476	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS298)
AY750129	311475	Drosophila yunnanensis	2006-07-20	911	2005-12-31	Drosophila yunnanensis alcohol dehydrogenase (Adh) gene, partial cds.
AY754404	7246	Drosophila affinis	2006-10-20	2529	2005-04-04	Drosophila affinis alcohol dehydrogenase (Adh) gene, complete cds.
EU532133	126477	Drosophila fumipennis	2010-01-21	590	2010-01-21	Drosophila fumipennis alcohol dehydrogenase (Adh) gene, partial cds.
U94206	58310	Drosophila soonae	2005-04-18	204	1998-02-23	Drosophila soonae alcohol dehydrogenase (Adh) gene, partial cds.
DQ471657	30016	Drosophila aracataca	2006-07-20	711	2006-07-20	Drosophila aracataca alcohol dehydrogenase (Adh) gene, partial cds.
AY750140	311483	Drosophila unimaculata	2006-07-20	911	2005-12-31	Drosophila unimaculata alcohol dehydrogenase (Adh) gene, partial cds.
U94196	46895	Drosophila cyrtoloma	2005-04-18	222	1998-02-23	Drosophila cyrtoloma alcohol dehydrogenase (Adh) gene, partial cds.
GQ376038	7240	Drosophila simulans	2009-08-03	410	2009-08-02	Drosophila simulans alcohol dehydrogenase (ADH) gene, partial cds.
OP168474	3040703	Drosophila bromelioides	2023-06-15	780	2023-06-14	Drosophila bromelioides isolate Dbd_4610 Adh gene, partial cds.
X68161	7237	Drosophila pseudoobscura	2006-11-14	3463	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS302)
M60992	46244	Drosophila pseudoobscura bogotana	2006-11-14	3485	1992-04-30	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
X03630	7230	Drosophila mojavensis	2005-04-18	285	1986-11-18	Drosophila mojavensis duplicated Adh-2 gene fragment (alcohol dehydrogenase)
AB261132	98362	Drosophila ruberrima	2007-11-03	858	2007-11-03	Drosophila ruberrima Adh gene for alcohol dehydrogenase, partial cds.
AB932674	30046	Drosophila sternopleuralis	2014-10-26	755	2014-10-26	Drosophila sternopleuralis Adh gene for alcohol dehydrogenase, partial cds.
U95272	46793	Drosophila paulistorum	2005-04-18	1166	1999-01-06	Drosophila paulistorum Tame alcohol dehydrogenase (Adh) gene, complete cds.
X57365	7245	Drosophila yakuba	2006-11-14	975	1991-07-17	Drosophila yakuba (individual a) Adh gene for alcohol dehydrogenase
AB261133	157293	Drosophila hypocausta	2007-11-03	850	2007-11-03	Drosophila hypocausta Adh gene for alcohol dehydrogenase, partial cds.
AB261138	154130	Drosophila neonasuta	2007-11-03	856	2007-11-03	Drosophila neonasuta Adh gene for alcohol dehydrogenase, partial cds.
AB932653	198716	Drosophila deflecta	2014-10-26	848	2014-10-26	Drosophila deflecta Adh gene for alcohol dehydrogenase, partial cds.
AB932661	434062	Drosophila macrospina	2014-10-26	847	2014-10-26	Drosophila macrospina Adh gene for alcohol dehydrogenase, partial cds.
X57367	7245	Drosophila yakuba	2006-11-14	975	1991-07-17	Drosophila yakuba (individual c) Adh gene for alcohol dehydrogenase
X57368	7245	Drosophila yakuba	2006-11-14	975	1991-07-17	Drosophila yakuba (individual d) Adh gene for alcohol dehydrogenase
X57371	7245	Drosophila yakuba	2006-11-14	975	1991-07-17	Drosophila yakuba (individual g) Adh gene for alcohol dehydrogenase
AB932671	55946	Drosophila recens	2014-10-26	839	2014-10-26	Drosophila recens Adh gene for alcohol dehydrogenase, partial cds.
AB932652	126591	Drosophila curvispina	2015-01-14	845	2015-01-14	Drosophila curvispina Adh gene for alcohol dehydrogenase, partial cds.
AB932676	614641	Drosophila tenebrosa	2014-10-26	849	2014-10-26	Drosophila tenebrosa Adh gene for alcohol dehydrogenase, partial cds.
U95254	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni A57 alcohol dehydrogenase (Adh) gene, complete cds.
X57366	7245	Drosophila yakuba	2006-11-14	975	1991-07-17	Drosophila yakuba (individual b) ADH gene for alcohol dehydrogenase
U26845	40370	Drosophila montana	2005-04-17	957	1995-06-22	Drosophila montana alcohol dehydrogenase (Adh-2) gene, complete cds.
X57363	7240	Drosophila simulans	2006-11-14	972	1991-07-17	Drosophila simulans (individual e) Adh gene for alcohol dehydrogenase
X57364	7240	Drosophila simulans	2006-11-14	975	1991-07-17	Drosophila simulans (individual f) Adh gene for alcohol dehydrogenase
X60791	7227	Drosophila melanogaster	2006-11-14	1925	1991-10-07	D.melanogaster (strain KA12) Adh gene for alcohol dehydrogenase
AY095939	193351	Drosophila transversa	2008-12-16	435	2003-05-01	Drosophila transversa isolate tra1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471621	309936	Drosophila daruma	2006-07-20	711	2006-07-20	Drosophila daruma strain 137 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471623	309936	Drosophila daruma	2006-07-20	711	2006-07-20	Drosophila daruma strain 151 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471645	381453	Drosophila beppui	2006-07-20	711	2006-07-20	Drosophila beppui strain 260 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471652	119604	Drosophila lacertosa	2006-07-20	711	2006-07-20	Drosophila lacertosa strain 240 alcohol dehydrogenase (Adh) gene, partial cds.
EU532124	46793	Drosophila paulistorum	2010-01-21	588	2010-01-21	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.
M60987	7237	Drosophila pseudoobscura	2006-11-14	3466	1992-01-26	Drosophila pseudoobscura (strain AH162) alcohol dehydrogenase (adh) gene, complete cds.
MK017207	198719	Drosophila innubila	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila innubila adh-related-like (Adhr) gene, partial sequence.
U95263	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni Manaus III alcohol dehydrogenase (Adh) gene, complete cds.
EU532121	46793	Drosophila paulistorum	2010-01-21	558	2010-01-21	Drosophila paulistorum from Colombia alcohol dehydrogenase (Adh) gene, partial cds.
JF710264	40368	Drosophila borealis	2011-07-03	895	2011-07-03	Drosophila borealis strain W alcohol dehydrogenase (Adh) gene, complete cds.
LC165384	73156	Drosophila lucipennis	2019-06-04	542	2019-06-04	Drosophila lucipennis Adh gene, partial cds, strain: 14023-0331.00.
LC165393	30047	Drosophila sturtevanti	2019-06-04	554	2019-06-04	Drosophila sturtevanti Adh gene, partial cds, strain: 14043-0871.01.
M60997	7234	Drosophila persimilis	2006-11-14	3506	1992-01-24	Drosophila persimilis (strain 178) alcohol dehydrogenase (adh) gene, complete cds.
MK017221	38838	Drosophila testacea	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila testacea adh-related-like (Adhr) gene, partial sequence.
MK017222	193351	Drosophila transversa	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila transversa adh-related-like (Adhr) gene, partial sequence.
AF284476	7226	Drosophila mauritiana	2006-11-14	701	2000-11-02	Drosophila mauritiana strain 197 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471618	309936	Drosophila daruma	2006-07-20	711	2006-07-20	Drosophila daruma strain 109 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471619	381449	Drosophila asper	2006-07-20	711	2006-07-20	Drosophila asper strain 152 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471638	381448	Drosophila angor	2006-07-20	711	2006-07-20	Drosophila angor strain 33 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471639	381452	Drosophila barutani	2006-07-20	711	2006-07-20	Drosophila barutani strain 52 alcohol dehydrogenase (Adh) gene, partial cds.
KX384730	42026	Drosophila bipectinata	2017-01-03	873	2017-01-03	Drosophila bipectinata strain IND_DBP_U14 alcohol dehydrogenase (Adh) gene, partial cds.
M60983	7237	Drosophila pseudoobscura	2006-11-14	3487	1992-01-26	Drosophila pseudoobscura (strain AH122) alcohol dehydrogenase (adh) gene, complete cds.
MK017203	133981	Drosophila cardini	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila cardini adh-related-like (Adhr) gene, partial sequence.
MK017213	38840	Drosophila putrida	2018-12-05	480	2018-12-05	UNVERIFIED: Drosophila putrida adh-related-like (Adhr) gene, partial sequence.
U95252	7260	Drosophila willistoni	2005-04-18	1172	1999-01-06	Drosophila willistoni 0811.4 alcohol dehydrogenase (Adh) gene, complete cds.
U95269	46790	Drosophila equinoxialis	2005-04-18	1167	1999-01-06	Drosophila equinoxialis Puerto Rico alcohol dehydrogenase (Adh) gene, complete cds.
EU532126	46793	Drosophila paulistorum	2010-01-21	507	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
AY095946	126591	Drosophila curvispina	2008-12-16	443	2003-05-01	Drosophila curvispina isolate cur1 alcohol dehydrogenase (Adh) gene, partial cds.
AY335196	46840	Drosophila capricorni	2005-04-16	776	2003-12-31	Drosophila capricorni clone Dcap3 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471610	119604	Drosophila lacertosa	2006-07-20	711	2006-07-20	Drosophila lacertosa strain 170 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471649	381466	Drosophila karakasa	2006-07-20	711	2006-07-20	Drosophila karakasa strain 249 alcohol dehydrogenase (Adh) gene, partial cds.
AY095951	7283	Drosophila phalerata	2008-12-16	430	2003-05-01	Drosophila phalerata isolate pha1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471616	381448	Drosophila angor	2006-07-20	711	2006-07-20	Drosophila angor strain 112 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471620	381452	Drosophila barutani	2006-07-20	711	2006-07-20	Drosophila barutani strain 53 alcohol dehydrogenase (Adh) gene, partial cds.
AY335199	30047	Drosophila sturtevanti	2005-04-16	792	2003-12-31	Drosophila sturtevanti clone Dsturt1 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471612	381448	Drosophila angor	2006-07-20	711	2006-07-20	Drosophila angor strain A138 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471640	311480	Drosophila medioconstricta	2006-07-20	711	2006-07-20	Drosophila medioconstricta strain 148 alcohol dehydrogenase (Adh) gene, partial cds.
AY095940	42027	Drosophila kuntzei	2008-12-16	431	2003-05-01	Drosophila kuntzei isolate kun1 alcohol dehydrogenase (Adh) gene, partial cds.
MK017209	38839	Drosophila neotestacea	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila neotestacea adh-related-like (Adhr) gene, partial sequence.
MK017215	55946	Drosophila recens	2018-12-05	495	2018-12-05	UNVERIFIED: Drosophila recens adh-related-like (Adhr) gene, partial sequence.
U95268	46790	Drosophila equinoxialis	2005-04-18	1174	1999-01-06	Drosophila equinoxialis 0741.0 alcohol dehydrogenase (Adh) gene, complete cds.
EU532122	46793	Drosophila paulistorum	2010-01-21	573	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
EU532123	46793	Drosophila paulistorum	2010-01-21	588	2010-01-21	Drosophila paulistorum from Honduras alcohol dehydrogenase (Adh) gene, partial cds.
U95274	46794	Drosophila tropicalis	2005-04-18	1162	1999-01-06	Drosophila tropicalis 0801.0 alcohol dehydrogenase (Adh) gene, complete cds.
AB669852	111875	Drosophila jambulina	2014-01-02	830	2014-01-02	Drosophila jambulina Adh gene for alcohol dehydrogenase, partial cds, strain: NHO115.
AF136658	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.40X alcohol dehydrogenase (Adh) gene, partial cds.
AF136674	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.10X alcohol dehydrogenase (Adh) gene, partial cds.
LC057787	7291	Drosophila albomicans	2015-06-26	846	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: WL1.
LC057795	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: G7.
AF136672	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.13X alcohol dehydrogenase (Adh) gene, partial cds.
AF136706	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.09 alcohol dehydrogenase (Adh) gene, partial cds.
AF459756	195712	Drosophila phaeopleura	2006-11-14	290	2002-05-16	Drosophila phaeopleura alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KJ767240	7227	Drosophila melanogaster	2014-10-29	872	2014-09-04	Drosophila melanogaster strain Zimbabwe-109 alcohol dehydrogenase (Adh) gene, partial cds.
LC057777	7291	Drosophila albomicans	2015-06-26	846	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: ISG243.
LC057802	42062	Drosophila nasuta	2015-06-26	851	2015-06-26	Drosophila nasuta Adh gene for alchol dehydrogenase, partial cds, strain: RE321.
Y00602	7237	Drosophila pseudoobscura	2006-11-14	3535	1987-09-19	D. pseudoobscura Adh gene for alcohol dehydrogenase (EC1.1.1.1)
AB669840	67534	Drosophila triauraria	2014-01-02	842	2014-01-02	Drosophila triauraria Adh gene for alcohol dehydrogenase, partial cds, strain: KMJ1.
AB669853	60717	Drosophila punjabiensis	2014-01-02	836	2014-01-02	Drosophila punjabiensis Adh gene for alcohol dehydrogenase, partial cds, strain: CJB212.
AB669889	137077	Drosophila parvula	2014-01-02	864	2014-01-02	Drosophila parvula Adh gene for alcohol dehydrogenase, partial cds, strain: SHL17.
AF136665	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.06X alcohol dehydrogenase (Adh) gene, partial cds.
AF136686	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.27Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136705	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.02 alcohol dehydrogenase (Adh) gene, partial cds.
LC057789	7291	Drosophila albomicans	2015-06-26	851	2015-06-26	Drosophila albomicans Adh gene for alchol dehydrogenase, partial cds, strain: KM7.
AB669881	137353	Drosophila baimaii	2014-01-02	838	2014-01-02	Drosophila baimaii Adh gene for alcohol dehydrogenase, partial cds, strain: Y150.
AF136696	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.30Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459786	30025	Drosophila ficusphila	2006-11-14	290	2002-05-16	Drosophila ficusphila alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB669868	74550	Drosophila lini	2014-01-02	843	2014-01-02	Drosophila lini Adh gene for alcohol dehydrogenase, partial cds, strain: DHS501.
AB669883	112146	Drosophila bicornuta	2014-01-02	838	2014-01-02	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG2.
AB669891	359927	Drosophila pectinifera	2014-01-02	841	2014-01-02	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGS98m.
AF136670	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.38X alcohol dehydrogenase (Adh) gene, partial cds.
AF136683	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.41Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136687	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana G96.06Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136708	40372	Drosophila americana texana	2005-04-15	884	1999-06-03	Drosophila americana texana LP97.04 alcohol dehydrogenase (Adh) gene, partial cds.
AF459746	7259	Drosophila tolteca	2006-11-14	290	2002-05-16	Drosophila tolteca alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459747	186284	Drosophila paralutea	2006-11-14	290	2002-05-16	Drosophila paralutea alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459765	73917	Drosophila seguyi	2006-11-14	290	2002-05-16	Drosophila seguyi alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459785	30023	Drosophila elegans	2006-11-14	290	2002-05-16	Drosophila elegans alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459784	42063	Drosophila ercepeae	2006-11-14	290	2002-05-16	Drosophila ercepeae alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AB703322	7229	Drosophila miranda	2012-03-18	405	2012-03-18	Drosophila miranda Adh gene for alcohol dehydrogenase, partial cds, clone: D.miranda.
AF136675	95109	Drosophila americana americana	2005-04-15	884	1999-06-03	Drosophila americana americana D.am-.9Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340305	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN00.05Y alcohol dehydrogenase (Adh) gene, partial cds.
EF216312	57873	Drosophila hubeiensis	2010-09-07	431	2007-06-10	Drosophila hubeiensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.
KJ767242	7245	Drosophila yakuba	2014-10-29	865	2014-09-04	Drosophila yakuba strain 14021-0261.0 alcohol dehydrogenase (Adh) gene, partial cds.
AB669865	109356	Drosophila leontia	2014-01-02	832	2014-01-02	Drosophila leontia Adh gene for alcohol dehydrogenase, partial cds, strain: AO-2.
AB669890	359927	Drosophila pectinifera	2014-01-02	841	2014-01-02	Drosophila pectinifera Adh gene for alcohol dehydrogenase, partial cds, strain: OGH06-06.
AY340301	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.04Y alcohol dehydrogenase (Adh) gene, partial cds.
AB703318	7248	Drosophila athabasca	2012-03-18	405	2012-03-18	Drosophila athabasca Adh gene for alcohol dehydrogenase, partial cds, clone: D.athabasca.
AB830534	67531	Drosophila lacteicornis	2014-01-12	838	2014-01-12	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: IR96-1.
AY102225	7243	Drosophila teissieri	2005-04-16	724	2002-06-20	Drosophila teissieri strain eua5 jingwei (jgw) gene, adh-derived region, partial cds.
AY340306	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN00.07Y alcohol dehydrogenase (Adh) gene, partial cds.
AB669839	137070	Drosophila tani	2014-01-02	838	2014-01-02	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: tani-YF.
AY340287	40366	Drosophila americana	2005-04-16	881	2003-08-13	Drosophila americana pop-variant NN97.09X alcohol dehydrogenase (Adh) gene, partial cds.
AY874362	7241	Drosophila subobscura	2005-05-31	1406	2005-05-31	Drosophila subobscura strain line 1 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AB669835	67533	Drosophila rufa	2014-01-02	838	2014-01-02	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: rufa-OGM.
